city,locality,area_sqft,bhk,bathrooms,age_years,floor,total_floors,parking,gym,pool,furnishing,price
Hyderabad,HITEC City,2554,2,3,5,11,15,1,0,0,Semi-Furnished,13483703
Hyderabad,HITEC City,3903,2,1,18,16,18,1,1,1,Semi-Furnished,19941877
Delhi NCR,Dwarka,1018,4,5,20,29,33,1,0,1,Unfurnished,8540597
Bangalore,Indiranagar,2741,2,2,14,17,25,1,0,0,Semi-Furnished,13308047
Delhi NCR,Dwarka,2863,2,1,10,3,7,1,0,0,Unfurnished,22630809
Hyderabad,Jubilee Hills,1524,3,4,17,2,10,1,1,1,Fully Furnished,8375614
Delhi NCR,Dwarka,1585,3,3,3,24,31,1,1,0,Semi-Furnished,12958374
Chennai,Velachery,2890,3,2,18,16,21,1,1,1,Fully Furnished,18088196
Delhi NCR,Dwarka,3148,4,3,2,22,30,1,0,0,Unfurnished,24277643
Pune,Baner,1541,3,2,11,8,10,0,0,1,Semi-Furnished,10296932
Delhi NCR,Dwarka,1119,3,2,3,24,27,0,0,0,Semi-Furnished,9506880
Pune,Hinjewadi,1894,2,1,23,21,25,1,0,0,Fully Furnished,12152094
Bangalore,Hebbal,3369,3,4,11,29,34,1,0,0,Semi-Furnished,16675338
Hyderabad,Kondapur,2094,3,2,23,11,16,0,0,1,Unfurnished,11661581
Mumbai,Bandra,2222,4,5,0,28,29,1,1,0,Unfurnished,21644998
Mumbai,Powai,734,5,4,15,6,7,1,1,0,Unfurnished,7734809
Hyderabad,HITEC City,3640,3,3,20,15,16,0,0,0,Semi-Furnished,20361148
Mumbai,Kurla,946,3,2,1,7,12,1,0,0,Unfurnished,9792037
Delhi NCR,Faridabad,1109,1,2,21,2,4,1,0,0,Unfurnished,8412397
Bangalore,Whitefield,507,1,1,2,20,23,0,0,0,Semi-Furnished,3483424
Bangalore,Koramangala,961,2,2,15,12,20,1,0,1,Semi-Furnished,4927100
Hyderabad,HITEC City,1499,1,2,9,19,27,1,0,0,Unfurnished,8686982
Mumbai,Kurla,1834,2,2,8,8,10,1,1,0,Semi-Furnished,18707417
Delhi NCR,Greater Noida,633,2,3,13,8,16,1,1,0,Semi-Furnished,5982854
Bangalore,Hebbal,2932,3,2,24,3,12,0,1,0,Semi-Furnished,15135000
Bangalore,HSR Layout,555,3,2,7,27,33,1,0,1,Semi-Furnished,3963530
Chennai,Anna Nagar,1492,3,4,1,13,14,0,1,0,Semi-Furnished,10395673
Chennai,Adyar,1883,3,2,10,17,20,0,1,0,Semi-Furnished,12238328
Bangalore,Koramangala,2494,2,2,1,0,5,1,1,1,Semi-Furnished,14362638
Hyderabad,Jubilee Hills,3685,5,4,14,18,21,1,0,0,Semi-Furnished,20696432
Pune,Kothrud,1611,1,1,17,1,4,1,1,0,Semi-Furnished,9631287
Pune,Viman Nagar,2685,4,4,4,4,13,1,0,1,Semi-Furnished,17795264
Delhi NCR,Greater Noida,3679,2,2,24,21,26,1,1,0,Fully Furnished,29246659
Bangalore,Hebbal,2023,3,2,6,13,21,0,0,0,Fully Furnished,10108378
Bangalore,Hebbal,3082,2,1,22,8,15,1,0,1,Fully Furnished,14188819
Bangalore,Hebbal,643,1,1,18,19,23,0,1,0,Fully Furnished,3622465
Hyderabad,Jubilee Hills,3416,2,3,18,19,22,1,1,0,Unfurnished,18110712
Chennai,Anna Nagar,3203,3,4,15,14,17,0,1,1,Fully Furnished,20364221
Bangalore,Whitefield,2603,2,1,18,19,21,1,1,1,Unfurnished,12555267
Bangalore,Indiranagar,1119,3,2,16,0,5,1,1,1,Fully Furnished,6667701
Mumbai,Andheri,2386,2,2,12,29,31,1,1,0,Semi-Furnished,23916175
Hyderabad,HITEC City,1529,2,1,7,18,20,1,1,0,Fully Furnished,9050918
Delhi NCR,Noida Sector 62,3089,4,3,10,3,7,0,1,1,Fully Furnished,23441861
Bangalore,HSR Layout,2994,4,5,17,13,19,1,0,0,Fully Furnished,14405971
Mumbai,Thane,2520,3,4,10,0,6,0,0,0,Fully Furnished,25118502
Pune,Baner,1908,2,3,22,4,12,1,0,1,Unfurnished,12035573
Delhi NCR,Greater Noida,3878,2,2,8,9,15,1,0,1,Fully Furnished,29294460
Bangalore,Hebbal,3421,5,4,13,8,14,1,1,0,Unfurnished,16950420
Bangalore,Indiranagar,1138,2,3,1,16,20,1,1,0,Semi-Furnished,6449518
Mumbai,Powai,3873,4,4,16,13,18,0,0,0,Semi-Furnished,38160057
Hyderabad,Madhapur,2156,2,1,20,27,34,0,1,0,Semi-Furnished,11088753
Bangalore,HSR Layout,3976,5,4,15,6,15,1,0,0,Semi-Furnished,21457852
Pune,Viman Nagar,3158,2,2,4,17,21,1,1,1,Semi-Furnished,20800736
Bangalore,HSR Layout,1336,2,1,0,9,10,1,1,1,Semi-Furnished,7364800
Pune,Kothrud,2085,3,3,8,27,33,1,1,1,Semi-Furnished,14308631
Delhi NCR,Greater Noida,1279,5,5,2,26,28,1,0,0,Semi-Furnished,11994606
Delhi NCR,Gurugram,1336,5,6,13,24,31,1,1,0,Semi-Furnished,11720714
Chennai,Anna Nagar,3057,3,3,17,3,9,1,1,0,Unfurnished,16492453
Chennai,Anna Nagar,3644,3,4,11,13,22,0,1,0,Unfurnished,20343789
Pune,Kothrud,3359,3,2,22,2,8,1,1,1,Fully Furnished,21723997
Hyderabad,Kondapur,3111,3,4,13,27,33,1,1,0,Fully Furnished,17341428
Bangalore,Koramangala,764,4,4,15,28,32,1,1,0,Semi-Furnished,4672124
Bangalore,Hebbal,3798,3,4,4,26,35,1,0,1,Unfurnished,21596502
Chennai,OMR,1716,3,2,19,22,25,0,1,0,Unfurnished,10331770
Pune,Kothrud,1897,3,4,19,21,22,1,0,0,Fully Furnished,13168452
Bangalore,HSR Layout,2557,3,2,14,10,18,0,1,0,Fully Furnished,14278809
Bangalore,Indiranagar,801,4,4,8,9,17,1,1,1,Semi-Furnished,5151820
Hyderabad,Gachibowli,3930,2,3,24,7,8,1,1,1,Semi-Furnished,20648141
Mumbai,Bandra,2477,2,1,16,8,17,1,0,0,Fully Furnished,22444757
Chennai,OMR,1304,3,2,11,27,29,1,1,1,Unfurnished,7690839
Chennai,T Nagar,1575,2,3,12,22,28,1,0,1,Semi-Furnished,9370327
Mumbai,Kurla,2275,3,4,9,5,14,1,1,1,Fully Furnished,23236200
Bangalore,Indiranagar,598,4,5,6,13,19,1,0,1,Fully Furnished,5555409
Hyderabad,HITEC City,3140,3,4,23,27,34,1,0,0,Unfurnished,16319329
Hyderabad,Gachibowli,3584,4,5,20,23,32,1,0,0,Fully Furnished,19413593
Chennai,T Nagar,1913,2,1,6,8,13,1,0,0,Unfurnished,10813405
Hyderabad,Jubilee Hills,2477,4,4,7,13,14,1,0,0,Unfurnished,14401186
Delhi NCR,Greater Noida,856,3,2,23,7,16,1,0,1,Unfurnished,6980323
Mumbai,Bandra,2163,1,2,14,5,12,0,0,0,Unfurnished,20585626
Bangalore,Hebbal,3475,3,4,24,23,31,1,1,0,Fully Furnished,17870972
Delhi NCR,Faridabad,510,5,5,20,24,26,1,0,0,Unfurnished,5478625
Mumbai,Andheri,580,1,2,17,5,10,1,1,0,Fully Furnished,6358510
Pune,Hinjewadi,3832,3,3,21,29,37,1,0,0,Fully Furnished,23163518
Chennai,OMR,2553,4,5,0,21,28,1,1,0,Unfurnished,15202102
Hyderabad,Gachibowli,2920,1,1,9,1,8,0,1,0,Semi-Furnished,16338578
Pune,Hinjewadi,3028,3,3,21,24,28,1,1,0,Semi-Furnished,19184054
Hyderabad,Madhapur,721,3,2,18,23,25,1,1,0,Semi-Furnished,4750533
Delhi NCR,Dwarka,2440,2,3,2,4,7,0,1,0,Unfurnished,19365796
Bangalore,Whitefield,3652,3,2,6,25,34,1,0,1,Semi-Furnished,19798409
Bangalore,HSR Layout,2446,1,1,3,2,6,0,1,1,Semi-Furnished,11983665
Bangalore,Hebbal,1014,3,2,4,24,25,0,1,0,Semi-Furnished,6422147
Hyderabad,Gachibowli,3631,1,1,5,10,14,1,1,1,Fully Furnished,17928537
Pune,Viman Nagar,720,2,2,9,25,33,1,0,0,Unfurnished,5526297
Bangalore,Whitefield,2896,3,3,11,29,37,1,0,1,Semi-Furnished,15645262
Pune,Kothrud,727,2,1,13,28,30,1,1,1,Fully Furnished,5428709
Hyderabad,Kondapur,2837,2,1,21,6,10,1,1,0,Fully Furnished,15605653
Delhi NCR,Dwarka,792,4,5,1,28,35,1,0,1,Unfurnished,7203800
Pune,Baner,3357,4,4,2,8,16,1,0,0,Semi-Furnished,23364356
Delhi NCR,Greater Noida,3764,4,5,0,12,13,1,0,1,Unfurnished,28943290
Hyderabad,Gachibowli,1455,3,2,2,29,37,1,0,0,Semi-Furnished,9214539
Hyderabad,Jubilee Hills,1997,4,4,23,15,16,1,0,0,Semi-Furnished,11087809
Chennai,T Nagar,1780,4,5,14,22,28,0,1,1,Semi-Furnished,11290657
Hyderabad,Kondapur,2478,2,1,15,11,16,1,0,0,Semi-Furnished,13828498
Hyderabad,Kondapur,2029,2,1,19,7,14,0,1,0,Unfurnished,11250055
Mumbai,Powai,887,1,1,1,13,19,1,0,0,Fully Furnished,9372840
Bangalore,Koramangala,3162,3,3,19,25,26,1,1,1,Semi-Furnished,18016813
Chennai,Velachery,3969,4,4,15,13,19,1,1,1,Unfurnished,22321968
Chennai,Adyar,2913,3,4,14,4,7,1,1,1,Semi-Furnished,17724688
Chennai,T Nagar,3205,3,2,6,25,31,1,1,0,Semi-Furnished,19954312
Mumbai,Kurla,2837,2,2,24,9,16,1,1,1,Unfurnished,26363883
Delhi NCR,Noida Sector 62,3880,2,2,4,29,35,0,1,0,Fully Furnished,28969157
Hyderabad,Madhapur,3849,3,2,4,21,30,1,1,1,Semi-Furnished,21358776
Bangalore,HSR Layout,688,5,4,20,27,36,1,0,0,Semi-Furnished,4939340
Pune,Hinjewadi,1417,2,3,8,23,31,1,1,0,Unfurnished,10069688
Delhi NCR,Dwarka,1701,4,5,22,29,34,0,0,1,Fully Furnished,14826121
Hyderabad,Kondapur,1423,2,3,13,13,16,0,0,0,Fully Furnished,8281310
Mumbai,Bandra,3535,3,3,18,22,26,0,1,0,Unfurnished,31778835
Hyderabad,Jubilee Hills,2922,3,3,17,16,24,1,1,1,Semi-Furnished,16251139
Hyderabad,HITEC City,2121,4,4,8,25,34,1,0,0,Unfurnished,13136332
Mumbai,Bandra,1259,1,1,2,3,11,1,1,0,Unfurnished,12553252
Chennai,OMR,1977,2,2,10,28,31,1,1,0,Semi-Furnished,12811918
Chennai,T Nagar,2764,2,1,23,23,30,1,0,1,Semi-Furnished,15936891
Bangalore,Koramangala,1565,4,5,14,14,22,0,0,0,Fully Furnished,8249976
Bangalore,Whitefield,693,2,3,3,10,13,0,1,1,Fully Furnished,4866521
Chennai,T Nagar,1850,1,2,20,8,9,1,0,0,Semi-Furnished,11090168
Delhi NCR,Faridabad,1896,3,4,23,14,21,1,1,0,Fully Furnished,14365754
Pune,Wakad,1988,3,2,4,21,24,1,0,0,Semi-Furnished,13107636
Hyderabad,HITEC City,662,4,4,17,26,27,0,0,0,Unfurnished,4074950
Pune,Wakad,775,4,4,21,19,26,1,1,0,Unfurnished,5653585
Hyderabad,Gachibowli,863,3,3,22,1,8,0,1,0,Fully Furnished,4695127
Chennai,Adyar,2165,4,5,11,27,31,1,0,0,Semi-Furnished,14045228
Bangalore,HSR Layout,3322,3,4,0,24,26,0,1,0,Fully Furnished,18594394
Delhi NCR,Dwarka,3027,2,1,24,0,5,1,1,1,Unfurnished,22373080
Bangalore,Indiranagar,3236,4,3,21,20,29,1,1,0,Semi-Furnished,17724960
Pune,Viman Nagar,2502,3,3,19,23,29,1,0,0,Unfurnished,17057485
Bangalore,HSR Layout,959,2,2,1,19,28,1,1,0,Fully Furnished,5821522
Chennai,T Nagar,3836,3,3,8,16,17,1,0,0,Unfurnished,22252297
Delhi NCR,Greater Noida,3086,2,2,21,3,5,0,1,0,Semi-Furnished,24514912
Pune,Kothrud,3521,2,2,24,4,10,0,1,1,Unfurnished,22853845
Delhi NCR,Faridabad,3957,3,3,17,4,7,1,1,1,Fully Furnished,29443140
Hyderabad,Gachibowli,2632,4,5,4,27,29,0,1,0,Semi-Furnished,14695421
Bangalore,HSR Layout,2231,3,2,21,13,19,1,1,1,Semi-Furnished,12181448
Delhi NCR,Faridabad,1839,2,1,13,0,7,0,1,0,Semi-Furnished,13688407
Mumbai,Powai,2790,5,6,10,1,5,0,1,1,Semi-Furnished,26966698
Bangalore,Indiranagar,3427,1,1,20,21,30,1,1,0,Unfurnished,15084132
Hyderabad,Jubilee Hills,1865,2,2,21,9,12,1,1,0,Fully Furnished,10940179
Delhi NCR,Gurugram,3748,2,2,2,29,31,1,0,1,Fully Furnished,28229765
Pune,Viman Nagar,3701,1,1,8,4,9,1,1,0,Semi-Furnished,22244168
Hyderabad,Gachibowli,1156,2,1,1,8,17,1,1,0,Fully Furnished,7083236
Mumbai,Andheri,1606,3,3,13,12,13,1,1,1,Fully Furnished,16108418
Delhi NCR,Dwarka,1883,4,4,1,22,28,1,1,1,Unfurnished,14931741
Chennai,OMR,2635,5,6,20,28,36,1,0,1,Fully Furnished,15313417
Bangalore,Hebbal,1241,4,4,9,20,27,1,1,0,Unfurnished,7492525
Pune,Hinjewadi,2495,3,4,18,12,18,1,0,0,Semi-Furnished,16933764
Chennai,OMR,3532,3,3,1,27,30,1,1,1,Unfurnished,22019521
Delhi NCR,Faridabad,3018,4,4,15,27,36,0,1,0,Fully Furnished,25371332
Delhi NCR,Gurugram,2021,3,3,5,8,13,0,1,0,Unfurnished,16502511
Hyderabad,Gachibowli,3925,3,4,11,13,14,1,1,0,Unfurnished,21455778
Delhi NCR,Noida Sector 62,2963,3,4,21,16,25,0,1,1,Semi-Furnished,22014947
Pune,Viman Nagar,3622,2,3,6,2,11,1,0,0,Semi-Furnished,22412936
Chennai,Anna Nagar,2123,3,2,3,17,18,1,1,0,Semi-Furnished,12231376
Pune,Viman Nagar,1181,3,2,7,11,18,1,1,0,Semi-Furnished,8183297
Mumbai,Powai,3634,3,3,18,22,31,0,0,0,Unfurnished,32294733
Mumbai,Andheri,1612,2,3,9,8,10,1,1,0,Semi-Furnished,15811863
Bangalore,HSR Layout,2224,3,4,0,15,21,0,1,0,Semi-Furnished,10679411
Bangalore,Hebbal,3761,4,4,4,29,30,1,1,1,Unfurnished,19844259
Mumbai,Bandra,1398,5,5,5,12,15,0,1,0,Semi-Furnished,15154347
Delhi NCR,Greater Noida,1100,2,2,18,27,32,1,1,0,Semi-Furnished,9069345
Pune,Viman Nagar,3919,2,2,17,17,24,1,1,0,Semi-Furnished,27290979
Mumbai,Bandra,2367,3,4,18,11,16,1,0,1,Unfurnished,23038140
Bangalore,Whitefield,1699,2,1,18,21,29,1,1,0,Semi-Furnished,8738925
Mumbai,Andheri,3935,1,2,22,1,6,1,1,0,Unfurnished,34499185
Delhi NCR,Faridabad,3323,2,1,0,18,24,1,1,0,Fully Furnished,24964377
Mumbai,Andheri,3448,4,4,19,0,2,1,1,0,Semi-Furnished,32258179
Pune,Hinjewadi,982,3,2,10,5,10,1,1,1,Unfurnished,7322418
Chennai,Anna Nagar,2510,3,4,2,17,24,1,0,1,Semi-Furnished,15495086
Delhi NCR,Noida Sector 62,1642,3,4,9,2,3,1,1,0,Fully Furnished,12530497
Bangalore,HSR Layout,668,3,4,6,21,30,1,1,1,Fully Furnished,4767966
Pune,Viman Nagar,2521,2,3,16,5,14,1,1,1,Fully Furnished,17321888
Mumbai,Andheri,2694,3,4,23,3,11,1,1,1,Fully Furnished,25658290
Mumbai,Thane,938,1,2,15,16,25,1,1,0,Unfurnished,9284634
Chennai,T Nagar,3435,3,3,6,22,27,0,1,0,Semi-Furnished,20483548
Bangalore,Hebbal,3760,2,1,12,17,24,0,1,1,Semi-Furnished,17533483
Bangalore,Koramangala,659,3,3,11,21,22,1,1,1,Unfurnished,4328906
Hyderabad,Madhapur,1313,3,2,11,6,13,1,1,1,Fully Furnished,8354034
Bangalore,HSR Layout,2949,2,1,7,29,38,1,0,1,Unfurnished,14775862
Chennai,Anna Nagar,1085,1,1,7,1,4,1,0,1,Fully Furnished,6362350
Hyderabad,Jubilee Hills,1363,2,3,12,14,23,1,1,0,Fully Furnished,8532849
Hyderabad,Kondapur,1541,3,4,10,21,26,0,1,0,Fully Furnished,9436306
Mumbai,Thane,639,1,2,24,16,25,0,1,0,Semi-Furnished,6169581
Mumbai,Andheri,1638,2,1,0,5,13,1,1,0,Semi-Furnished,16245308
Bangalore,Whitefield,827,3,2,24,7,14,1,0,1,Fully Furnished,4359301
Hyderabad,Gachibowli,724,3,2,16,7,13,0,1,0,Fully Furnished,4975161
Mumbai,Andheri,1057,2,2,18,6,8,1,1,0,Unfurnished,10685594
Chennai,OMR,2986,3,4,12,3,10,1,1,0,Semi-Furnished,17383356
Mumbai,Bandra,2073,4,5,22,19,21,1,0,1,Semi-Furnished,20825153
Delhi NCR,Gurugram,2241,4,5,14,4,10,1,0,0,Unfurnished,16401988
Delhi NCR,Gurugram,885,2,2,23,7,13,1,0,0,Fully Furnished,7456414
Mumbai,Andheri,1020,4,4,11,13,22,0,1,1,Semi-Furnished,10820769
Hyderabad,Kondapur,1776,3,3,20,19,23,0,1,0,Semi-Furnished,9147787
Hyderabad,Gachibowli,3167,5,4,16,24,33,1,0,0,Semi-Furnished,18429991
Pune,Baner,1621,3,3,2,2,4,1,1,1,Fully Furnished,11660175
Delhi NCR,Dwarka,3334,3,2,6,24,29,0,0,0,Semi-Furnished,25223602
Chennai,Anna Nagar,3642,3,2,1,17,20,1,1,1,Semi-Furnished,21329205
Hyderabad,Kondapur,3098,3,4,1,21,27,1,0,0,Fully Furnished,16016323
Bangalore,Whitefield,2333,3,4,24,14,16,0,0,0,Semi-Furnished,11477924
Delhi NCR,Dwarka,946,2,2,5,20,29,1,1,0,Semi-Furnished,8077993
Chennai,Adyar,3661,2,1,3,4,8,0,0,0,Fully Furnished,21579445
Chennai,T Nagar,1742,2,1,15,14,21,0,1,1,Semi-Furnished,10206126
Hyderabad,Kondapur,606,4,3,14,26,31,1,0,1,Fully Furnished,5168946
Chennai,Velachery,1999,3,4,9,5,13,1,0,1,Unfurnished,11440885
Hyderabad,Madhapur,3463,3,4,13,9,13,1,0,1,Unfurnished,19445533
Mumbai,Bandra,1977,3,4,8,22,29,1,0,0,Fully Furnished,20273663
Delhi NCR,Noida Sector 62,1403,2,3,14,19,24,1,0,1,Unfurnished,11136426
Pune,Hinjewadi,2131,2,3,6,14,17,1,1,0,Semi-Furnished,14433385
Mumbai,Bandra,3091,3,4,6,19,27,1,1,1,Semi-Furnished,28527582
Delhi NCR,Faridabad,1649,5,5,7,27,33,1,1,1,Semi-Furnished,14777303
Hyderabad,Kondapur,1670,2,2,18,8,12,1,0,0,Fully Furnished,9665353
Delhi NCR,Faridabad,2827,2,2,17,3,12,1,1,0,Semi-Furnished,20711267
Hyderabad,HITEC City,523,1,1,16,7,16,1,1,0,Fully Furnished,3279050
Mumbai,Thane,1451,2,1,17,25,27,0,0,0,Fully Furnished,14496360
Bangalore,Whitefield,2244,2,3,18,12,21,0,0,0,Fully Furnished,11349799
Bangalore,Whitefield,2539,3,4,20,16,20,0,1,1,Fully Furnished,12619144
Delhi NCR,Faridabad,619,2,2,7,3,12,1,1,0,Semi-Furnished,5117571
Bangalore,Indiranagar,2175,2,1,12,1,9,1,1,0,Semi-Furnished,11509297
Hyderabad,Madhapur,1820,3,3,10,26,29,1,1,0,Semi-Furnished,10515763
Chennai,Velachery,1354,5,6,18,25,32,0,0,1,Fully Furnished,9592721
Hyderabad,Jubilee Hills,1515,2,2,6,4,6,1,0,1,Fully Furnished,8507358
Chennai,Adyar,3491,3,2,4,1,3,1,1,0,Semi-Furnished,21240065
Mumbai,Thane,3653,2,3,4,15,19,1,1,0,Semi-Furnished,34188072
Pune,Hinjewadi,947,4,3,7,22,29,1,1,0,Unfurnished,7099911
Chennai,Velachery,2435,3,3,9,25,29,1,1,1,Unfurnished,14742103
Bangalore,HSR Layout,2243,4,5,4,22,24,1,1,0,Semi-Furnished,12607339
Hyderabad,Jubilee Hills,1495,1,1,14,14,16,1,1,1,Unfurnished,7882493
Mumbai,Bandra,2442,3,2,22,24,29,0,1,1,Semi-Furnished,24026232
Bangalore,Indiranagar,1946,3,2,15,28,31,1,0,0,Semi-Furnished,10709341
Mumbai,Andheri,3595,2,3,9,3,6,1,1,1,Fully Furnished,34932707
Pune,Wakad,1584,2,3,23,14,15,0,1,0,Fully Furnished,9965530
Hyderabad,Madhapur,2224,3,3,7,4,7,0,1,1,Unfurnished,13012757
Delhi NCR,Greater Noida,2631,3,3,18,2,6,1,0,1,Unfurnished,21066938
Hyderabad,Madhapur,2772,1,2,3,13,19,1,0,0,Unfurnished,15115600
Pune,Viman Nagar,685,3,2,13,6,12,1,0,1,Semi-Furnished,5566406
Hyderabad,HITEC City,2922,2,3,7,14,19,1,1,0,Fully Furnished,16620454
Delhi NCR,Greater Noida,571,2,3,20,4,8,0,0,0,Semi-Furnished,4422294
Chennai,OMR,573,3,4,13,8,14,1,0,1,Fully Furnished,4656701
Mumbai,Thane,2420,2,3,11,27,32,1,1,0,Semi-Furnished,22495179
Delhi NCR,Greater Noida,1864,2,2,0,12,13,0,1,0,Semi-Furnished,14563661
Bangalore,Whitefield,2700,2,2,22,29,31,0,1,1,Fully Furnished,12813357
Pune,Viman Nagar,2643,3,2,18,6,15,1,1,1,Fully Furnished,17806686
Chennai,T Nagar,2992,3,4,17,3,7,1,0,1,Semi-Furnished,17168923
Bangalore,Hebbal,3681,5,6,11,6,12,0,0,1,Unfurnished,17588352
Bangalore,HSR Layout,1981,2,2,9,0,5,1,1,0,Unfurnished,9830412
Pune,Baner,3375,3,3,20,14,16,1,1,1,Semi-Furnished,23095787
Chennai,T Nagar,3622,2,3,0,14,15,1,1,0,Semi-Furnished,20280999
Bangalore,Koramangala,2924,3,3,13,17,18,1,0,0,Unfurnished,14891693
Bangalore,Indiranagar,1264,3,4,8,14,15,1,0,0,Semi-Furnished,6908931
Chennai,Anna Nagar,1596,2,1,14,29,35,1,1,1,Unfurnished,9825657
Hyderabad,Gachibowli,711,3,2,20,2,9,1,1,0,Fully Furnished,4296923
Bangalore,Whitefield,1223,2,1,21,4,11,1,0,1,Fully Furnished,6643393
Mumbai,Thane,3739,1,2,22,27,36,1,1,0,Fully Furnished,34001907
Chennai,Anna Nagar,3322,2,2,13,4,7,1,0,0,Unfurnished,17979203
Bangalore,Indiranagar,2878,3,2,8,15,24,0,0,1,Semi-Furnished,15270391
Pune,Kothrud,2265,3,4,10,22,23,1,0,1,Semi-Furnished,16602925
Delhi NCR,Noida Sector 62,1250,2,1,4,24,26,0,0,1,Fully Furnished,11055056
Mumbai,Andheri,2017,2,1,11,9,16,1,1,0,Semi-Furnished,19714686
Delhi NCR,Dwarka,3714,1,1,15,24,26,0,1,0,Semi-Furnished,26884923
Delhi NCR,Gurugram,1968,2,3,19,21,25,1,0,0,Semi-Furnished,14733760
Bangalore,HSR Layout,3371,3,3,2,22,24,1,0,0,Unfurnished,16440033
Mumbai,Powai,893,3,3,4,27,29,1,1,0,Semi-Furnished,9865473
Mumbai,Andheri,1011,2,2,18,12,13,1,0,0,Fully Furnished,9523386
Hyderabad,Gachibowli,1185,2,1,4,14,23,1,0,0,Semi-Furnished,6380728
Delhi NCR,Faridabad,3168,4,3,23,7,10,0,0,1,Fully Furnished,25774744
Mumbai,Kurla,2238,2,1,17,19,20,0,0,1,Semi-Furnished,22386299
Hyderabad,HITEC City,2220,2,3,3,6,12,1,1,0,Fully Furnished,13078860
Chennai,Anna Nagar,2326,3,3,23,13,21,1,1,1,Semi-Furnished,13968594
Hyderabad,Kondapur,3899,3,2,14,5,12,1,1,0,Semi-Furnished,19841074
Pune,Baner,3151,3,3,4,7,14,0,1,0,Semi-Furnished,19881314
Bangalore,HSR Layout,1782,4,4,7,14,16,0,1,1,Unfurnished,9568001
Chennai,OMR,2357,2,2,15,16,20,0,0,0,Semi-Furnished,13244070
Chennai,Adyar,3265,3,3,21,4,10,0,1,1,Fully Furnished,19459438
Pune,Hinjewadi,2896,2,2,0,11,13,0,0,0,Unfurnished,18793453
Hyderabad,Kondapur,3062,3,2,4,12,17,0,1,1,Semi-Furnished,17269041
Bangalore,Koramangala,2946,4,5,17,2,7,1,0,1,Unfurnished,15818533
Hyderabad,Kondapur,2761,3,4,15,24,27,1,0,1,Semi-Furnished,14616831
Mumbai,Powai,3109,3,4,22,24,26,0,1,0,Unfurnished,29567243
Hyderabad,Madhapur,1812,4,5,9,18,25,1,0,0,Unfurnished,9690313
Chennai,Velachery,2364,2,2,3,25,33,1,1,0,Unfurnished,13238208
Bangalore,HSR Layout,3830,3,2,17,29,33,1,0,1,Semi-Furnished,17757912
Hyderabad,Jubilee Hills,2805,4,3,16,27,31,1,1,0,Semi-Furnished,15348484
Bangalore,Hebbal,1911,3,3,20,14,23,1,1,0,Unfurnished,9997782
Bangalore,Whitefield,2307,2,2,12,17,21,1,0,0,Unfurnished,11261469
Mumbai,Kurla,3241,2,1,7,20,23,0,1,0,Fully Furnished,31558388
Mumbai,Thane,2068,2,1,7,19,20,1,0,1,Fully Furnished,19402453
Chennai,Velachery,3836,2,3,11,6,9,0,1,0,Semi-Furnished,21161751
Pune,Kothrud,3884,3,4,17,27,32,1,0,1,Fully Furnished,24635354
Bangalore,Koramangala,1563,1,2,5,13,15,1,1,0,Fully Furnished,8042426
Pune,Baner,1497,2,1,6,23,28,1,0,0,Semi-Furnished,10976317
Chennai,Adyar,3367,2,3,16,19,28,1,1,0,Semi-Furnished,21051945
Bangalore,HSR Layout,2757,3,2,4,18,24,1,1,0,Semi-Furnished,15486658
Bangalore,HSR Layout,2819,3,2,21,24,27,1,1,0,Semi-Furnished,14648231
Delhi NCR,Dwarka,3707,3,3,22,23,28,1,0,0,Fully Furnished,27207504
Pune,Viman Nagar,1098,1,1,24,10,11,1,1,0,Semi-Furnished,6823664
Hyderabad,Gachibowli,1583,1,1,18,26,34,1,1,1,Semi-Furnished,8949633
Mumbai,Powai,3586,1,1,7,6,15,1,0,0,Unfurnished,34747204
Hyderabad,HITEC City,3570,2,1,18,10,15,1,1,1,Semi-Furnished,19355730
Pune,Hinjewadi,2802,1,1,24,7,16,1,1,0,Unfurnished,17892332
Mumbai,Powai,3284,3,4,7,23,31,1,1,1,Semi-Furnished,31663802
Hyderabad,Jubilee Hills,1221,2,1,24,9,17,0,0,1,Semi-Furnished,6674277
Delhi NCR,Dwarka,3082,4,5,20,23,25,1,1,0,Fully Furnished,25125255
Mumbai,Thane,3806,3,4,24,10,15,1,1,0,Semi-Furnished,34114602
Bangalore,Hebbal,1654,2,1,18,0,8,0,1,0,Unfurnished,8174780
Hyderabad,Jubilee Hills,2208,3,4,6,19,22,0,1,1,Semi-Furnished,13722880
Mumbai,Powai,3571,3,3,2,9,10,0,1,0,Semi-Furnished,32632786
Delhi NCR,Gurugram,516,3,3,5,6,10,1,1,0,Fully Furnished,5448195
Mumbai,Powai,3429,4,3,7,21,25,0,1,0,Unfurnished,32774030
Mumbai,Powai,3501,2,1,17,2,6,1,1,0,Unfurnished,30836037
Delhi NCR,Noida Sector 62,3373,4,3,14,18,22,1,1,0,Unfurnished,26333348
Hyderabad,Gachibowli,1491,2,2,23,27,36,1,1,0,Unfurnished,8319101
Chennai,Anna Nagar,1377,4,5,16,3,4,1,1,1,Fully Furnished,8751167
Hyderabad,Jubilee Hills,2732,2,2,3,29,38,1,1,1,Unfurnished,14632471
Pune,Baner,3962,2,3,6,25,32,1,1,0,Semi-Furnished,26617665
